,Unnamed: 0,class,year,month,day,hour,minute,second,length,f0,f1,path
468,468,ROCKFALL,2021,1,1,14,57,38.84,14.24,,,
470,470,ROCKFALL,2021,1,1,14,57,56.6,40.2,,,
471,471,ROCKFALL,2021,1,1,15,1,21.52,29.08,,,
472,472,GASBURST,2021,1,1,15,4,43.84,11.08,,,
473,473,ROCKFALL,2021,1,1,15,5,12.24,15.68,,,
474,474,MP,2021,1,1,15,6,48.08,4.2,,,
475,475,ROCKFALL,2021,1,1,15,14,24.12,44.4,,,
476,476,ROCKFALL,2021,1,1,15,15,26.28,59.2,,,
477,477,GASBURST,2021,1,1,15,17,16.8,11.88,,,
478,478,VTB,2021,1,1,15,17,34.04,11.56,,,
479,479,ROCKFALL,2021,1,1,15,18,28.6,10.72,,,
480,480,MP,2021,1,1,15,20,31.84,6.2,,,
481,481,MP,2021,1,1,15,20,40.08,7.04,,,
482,482,VTB,2021,1,1,15,22,46.24,10.76,,,
483,483,VTB,2021,1,1,15,22,56.32,12.6,,,
484,484,ROCKFALL,2021,1,1,15,23,33.44,9.48,,,
485,485,MP,2021,1,1,15,24,32.68,5.36,,,
486,486,ROCKFALL,2021,1,1,15,27,45.84,12.2,,,
487,487,ROCKFALL,2021,1,1,15,28,11.72,76.28,,,
489,489,ROCKFALL,2021,1,1,15,30,59.04,10.2,,,
490,490,MP,2021,1,1,15,31,14.12,7.12,,,
491,491,MP,2021,1,1,15,31,14.2,6.84,,,
492,492,ROCKFALL,2021,1,1,15,31,29.88,38.56,,,
493,493,GASBURST,2021,1,1,15,32,33.64,8.4,,,
494,494,MP,2021,1,1,15,33,4.64,6.6,,,
495,495,GASBURST,2021,1,1,15,34,0.24,13.0,,,
496,496,GASBURST,2021,1,1,15,34,19.72,8.52,,,
497,497,MP,2021,1,1,15,36,36.8,3.88,,,
498,498,GASBURST,2021,1,1,15,36,54.32,12.72,,,
499,499,GASBURST,2021,1,1,15,38,45.48,11.56,,,
500,500,MP,2021,1,1,15,41,42.72,8.16,,,
501,501,MP,2021,1,1,15,42,2.92,6.08,,,
502,502,MP,2021,1,1,15,43,38.32,4.28,,,
503,503,GASBURST,2021,1,1,15,44,58.08,14.64,,,
504,504,MP,2021,1,1,15,45,33.92,6.12,,,
505,505,MP,2021,1,1,15,45,47.72,8.12,,,
506,506,ROCKFALL,2021,1,1,15,48,4.8,39.68,,,
507,507,MP,2021,1,1,15,50,21.0,7.52,,,
508,508,ROCKFALL,2021,1,1,15,52,49.72,70.2,,,
509,509,MP,2021,1,1,15,56,20.0,5.32,,,
510,510,MP,2021,1,1,15,59,46.28,5.6,,,
511,511,VTB,2021,1,1,16,1,40.92,12.96,,,
512,512,MP,2021,1,1,16,2,33.28,6.56,,,
513,513,VTB,2021,1,1,16,3,37.8,26.24,,,
514,514,VTB,2021,1,1,16,4,6.08,16.12,,,
515,515,VTB,2021,1,1,16,4,51.08,13.64,,,
516,516,VTB,2021,1,1,16,6,6.72,26.56,,,
517,517,MP,2021,1,1,16,7,58.12,6.56,,,
518,518,MP,2021,1,1,16,8,38.92,5.2,,,
519,519,MP,2021,1,1,16,10,44.84,6.76,,,
520,520,MP,2021,1,1,16,12,49.08,4.04,,,
521,521,MP,2021,1,1,16,13,55.04,5.6,,,
522,522,VTB,2021,1,1,16,13,59.28,36.16,,,
523,523,GASBURST,2021,1,1,16,15,52.04,6.96,,,
524,524,MP,2021,1,1,16,16,31.08,7.96,,,
525,525,GASBURST,2021,1,1,16,21,23.52,17.36,,,
526,526,MP,2021,1,1,16,26,27.48,4.6,,,
527,527,GASBURST,2021,1,1,16,27,35.28,7.32,,,
528,528,GASBURST,2021,1,1,16,29,1.72,62.76,,,
529,529,MP,2021,1,1,16,32,32.52,4.32,,,
530,530,VTB,2021,1,1,16,33,49.0,8.52,,,
531,531,VTB,2021,1,1,16,35,9.64,12.76,,,
532,532,VTB,2021,1,1,16,35,17.0,13.04,,,
533,533,MP,2021,1,1,16,35,54.48,5.24,,,
534,534,VTB,2021,1,1,16,42,4.6,9.4,,,
535,535,GASBURST,2021,1,1,16,43,46.28,6.84,,,
536,536,MP,2021,1,1,16,44,45.92,6.96,,,
537,537,MP,2021,1,1,16,46,45.24,6.76,,,
538,538,GASBURST,2021,1,1,16,48,3.6,41.48,,,
539,539,MP,2021,1,1,16,48,50.68,6.84,,,
540,540,GASBURST,2021,1,1,16,49,2.12,14.72,,,
541,541,VTB,2021,1,1,16,51,13.4,11.48,,,
542,542,VTB,2021,1,1,16,52,11.48,11.92,,,
543,543,ROCKFALL,2021,1,1,16,53,21.88,16.32,,,
544,544,GASBURST,2021,1,1,16,54,50.12,8.52,,,
545,545,MP,2021,1,1,16,57,44.64,4.4,,,
546,546,GASBURST,2021,1,1,17,2,9.2,6.32,,,
547,547,ROCKFALL,2021,1,1,17,2,50.32,26.32,,,
548,548,ROCKFALL,2021,1,1,17,5,20.4,60.52,,,
549,549,GASBURST,2021,1,1,17,10,6.08,7.96,,,
550,550,MP,2021,1,1,17,13,9.28,6.8,,,
551,551,MP,2021,1,1,17,13,29.44,4.96,,,
552,552,MP,2021,1,1,17,13,56.68,6.04,,,
553,553,MP,2021,1,1,17,14,8.32,5.32,,,
554,554,MP,2021,1,1,17,14,23.68,6.0,,,
555,555,MP,2021,1,1,17,14,35.32,4.8,,,
556,556,MP,2021,1,1,17,15,9.28,3.84,,,
557,557,VTB,2021,1,1,17,16,8.32,17.68,,,
558,558,VTB,2021,1,1,17,18,58.8,9.68,,,
559,559,MP,2021,1,1,17,20,27.08,5.44,,,
560,560,MP,2021,1,1,17,21,18.44,5.68,,,
561,561,MP,2021,1,1,17,21,46.88,6.32,,,
562,562,MP,2021,1,1,17,23,23.92,6.2,,,
563,563,MP,2021,1,1,17,23,32.92,8.76,,,
564,564,MP,2021,1,1,17,24,17.6,8.88,,,
565,565,ROCKFALL,2021,1,1,17,28,54.4,16.64,,,
566,566,MP,2021,1,1,17,29,43.08,5.56,,,
567,567,MP,2021,1,1,17,30,48.6,7.12,,,
568,568,MP,2021,1,1,17,32,24.12,6.2,,,
569,569,MP,2021,1,1,17,33,44.48,6.04,,,
570,570,MP,2021,1,1,17,37,2.72,7.56,,,
571,571,ROCKFALL,2021,1,1,17,39,57.88,11.04,,,
572,572,MP,2021,1,1,17,42,24.28,4.44,,,
573,573,MP,2021,1,1,17,43,3.08,4.6,,,
574,574,MP,2021,1,1,17,44,46.44,7.4,,,
575,575,VTB,2021,1,1,17,48,45.32,14.12,,,
576,576,GASBURST,2021,1,1,17,52,19.32,9.88,,,
577,577,GASBURST,2021,1,1,17,53,54.6,11.72,,,
578,578,ROCKFALL,2021,1,1,17,55,38.64,21.36,,,
579,579,MP,2021,1,1,17,56,43.52,6.4,,,
580,580,MP,2021,1,1,17,58,3.64,7.08,,,
581,581,GASBURST,2021,1,1,17,59,27.92,10.0,,,
582,582,MP,2021,1,1,18,0,9.44,7.44,,,
583,583,VTB,2021,1,1,18,0,54.0,10.24,,,
584,584,VTB,2021,1,1,18,1,1.64,8.88,,,
585,585,MP,2021,1,1,18,1,19.6,7.68,,,
586,586,MP,2021,1,1,18,1,29.4,7.48,,,
587,587,VTB,2021,1,1,18,1,57.2,15.32,,,
588,588,MP,2021,1,1,18,3,27.44,5.44,,,
589,589,MP,2021,1,1,18,4,19.08,4.36,,,
590,590,GASBURST,2021,1,1,18,8,28.72,5.16,,,
591,591,MP,2021,1,1,18,11,34.64,5.16,,,
592,592,VTB,2021,1,1,18,11,59.84,8.28,,,
593,593,MP,2021,1,1,18,12,9.6,5.08,,,
594,594,MP,2021,1,1,18,13,36.52,5.28,,,
595,595,ROCKFALL,2021,1,1,18,16,29.4,12.64,,,
596,596,MP,2021,1,1,18,16,47.68,6.2,,,
597,597,MP,2021,1,1,18,16,56.44,6.16,,,
598,598,VTB,2021,1,1,18,18,31.08,11.0,,,
599,599,MP,2021,1,1,18,18,57.12,6.76,,,
600,600,MP,2021,1,1,18,19,9.84,5.2,,,
601,601,GASBURST,2021,1,1,18,19,34.84,11.08,,,
602,602,MP,2021,1,1,18,21,32.0,6.32,,,
603,603,ROCKFALL,2021,1,1,18,21,42.24,20.76,,,
604,604,GASBURST,2021,1,1,18,22,19.0,22.32,,,
605,605,MP,2021,1,1,18,23,31.84,8.24,,,
606,606,GASBURST,2021,1,1,18,24,22.4,10.24,,,
607,607,MP,2021,1,1,18,24,32.92,7.0,,,
608,608,MP,2021,1,1,18,24,55.0,7.48,,,
609,609,MP,2021,1,1,18,25,41.08,9.76,,,
610,610,MP,2021,1,1,18,30,20.6,3.8,,,
611,611,GASBURST,2021,1,1,18,31,37.4,10.84,,,
612,612,MP,2021,1,1,18,32,5.8,5.08,,,
613,613,MP,2021,1,1,18,33,2.2,7.08,,,
614,614,GASBURST,2021,1,1,18,36,31.0,12.4,,,
615,615,GASBURST,2021,1,1,18,37,6.28,10.16,,,
616,616,GASBURST,2021,1,1,18,38,39.12,76.68,,,
617,617,MP,2021,1,1,18,40,5.28,6.92,,,
618,618,MP,2021,1,1,18,40,30.0,5.84,,,
619,619,MP,2021,1,1,18,44,24.48,3.84,,,
620,620,MP,2021,1,1,18,47,14.44,6.64,,,
621,621,MP,2021,1,1,18,48,43.0,5.6,,,
622,622,MP,2021,1,1,18,51,0.12,3.2,,,
623,623,MP,2021,1,1,18,52,6.92,6.6,,,
624,624,MP,2021,1,1,18,58,9.48,6.4,,,
625,625,MP,2021,1,1,19,5,38.48,5.4,,,
626,626,MP,2021,1,1,19,9,40.72,6.12,,,
627,627,MP,2021,1,1,19,14,39.6,4.44,,,
628,628,GASBURST,2021,1,1,19,20,0.64,7.04,,,
629,629,GASBURST,2021,1,1,19,20,38.2,7.12,,,
630,630,VTB,2021,1,1,19,22,1.2,10.72,,,
631,631,ROCKFALL,2021,1,1,19,22,33.6,68.12,,,
632,632,ROCKFALL,2021,1,1,19,24,20.0,70.68,,,
633,633,GASBURST,2021,1,1,19,26,21.72,62.48,,,
634,634,GASBURST,2021,1,1,19,30,22.2,9.8,,,
635,635,ROCKFALL,2021,1,1,19,31,2.92,50.52,,,
636,636,MP,2021,1,1,19,32,49.68,4.24,,,
637,637,GASBURST,2021,1,1,19,33,34.68,8.84,,,
638,638,MP,2021,1,1,19,34,49.88,6.92,,,
639,639,GASBURST,2021,1,1,19,35,24.44,86.6,,,
640,640,ROCKFALL,2021,1,1,19,37,36.12,16.96,,,
641,641,MP,2021,1,1,19,38,12.2,5.44,,,
642,642,ROCKFALL,2021,1,1,19,38,45.0,16.68,,,
643,643,MP,2021,1,1,19,44,0.68,5.32,,,
644,644,MP,2021,1,1,19,44,49.48,5.04,,,
645,645,MP,2021,1,1,19,46,5.92,5.96,,,
646,646,ROCKFALL,2021,1,1,19,48,13.24,15.2,,,
647,647,MP,2021,1,1,19,50,15.8,5.28,,,
648,648,MP,2021,1,1,19,53,52.24,7.84,,,
649,649,GASBURST,2021,1,1,19,59,21.52,8.76,,,
650,650,MP,2021,1,1,19,59,52.8,7.0,,,
651,651,GASBURST,2021,1,1,20,4,34.44,10.8,,,
652,652,GASBURST,2021,1,1,20,6,45.72,64.12,,,
653,653,MP,2021,1,1,20,14,40.08,3.76,,,
654,654,MP,2021,1,1,20,29,55.84,6.08,,,
655,655,VTB,2021,1,1,20,30,4.0,25.28,,,
656,656,GASBURST,2021,1,1,20,33,8.08,8.8,,,
657,657,ROCKFALL,2021,1,1,20,33,58.84,65.88,,,
658,658,VTB,2021,1,1,20,38,52.2,15.12,,,
659,659,MP,2021,1,1,20,40,14.32,6.16,,,
660,660,MP,2021,1,1,20,40,54.92,7.28,,,
661,661,MP,2021,1,1,20,42,26.04,5.48,,,
662,662,VTB,2021,1,1,20,42,39.68,12.84,,,
663,663,ROCKFALL,2021,1,1,20,46,56.24,23.68,,,
664,664,ROCKFALL,2021,1,1,20,47,20.4,14.52,,,
665,665,ROCKFALL,2021,1,1,20,47,54.68,83.96,,,
666,666,VTB,2021,1,1,20,49,42.28,12.72,,,
667,667,ROCKFALL,2021,1,1,20,51,19.04,35.4,,,
668,668,MP,2021,1,1,20,59,58.72,5.16,,,
669,669,MP,2021,1,1,21,2,8.52,7.4,,,
670,670,MP,2021,1,1,21,2,18.08,4.72,,,
671,671,ROCKFALL,2021,1,1,21,2,56.44,13.68,,,
672,672,MP,2021,1,1,21,5,10.2,5.88,,,
673,673,MP,2021,1,1,21,5,34.88,7.4,,,
674,674,MP,2021,1,1,21,6,26.2,4.24,,,
675,675,MP,2021,1,1,21,8,54.48,9.44,,,
676,676,MP,2021,1,1,21,10,0.0,7.08,,,
677,677,GASBURST,2021,1,1,21,13,38.88,10.16,,,
678,678,ROCKFALL,2021,1,1,21,14,4.8,13.92,,,
679,679,VTB,2021,1,1,21,16,57.88,29.36,,,
680,680,MP,2021,1,1,21,17,51.0,6.08,,,
681,681,VTB,2021,1,1,21,21,5.88,42.12,,,
682,682,MP,2021,1,1,21,26,25.28,4.2,,,
683,683,VTB,2021,1,1,21,27,32.12,19.96,,,
684,684,MP,2021,1,1,21,28,2.2,6.0,,,
685,685,GASBURST,2021,1,1,21,30,35.28,10.52,,,
686,686,MP,2021,1,1,21,31,3.88,4.16,,,
687,687,MP,2021,1,1,21,34,40.52,8.56,,,
688,688,MP,2021,1,1,21,36,44.88,7.2,,,
689,689,ROCKFALL,2021,1,1,21,41,56.2,8.8,,,
690,690,MP,2021,1,1,21,44,44.52,5.72,,,
691,691,VTB,2021,1,1,21,46,24.48,18.36,,,
692,692,MP,2021,1,1,21,48,13.24,8.0,,,
693,693,VTB,2021,1,1,21,53,1.72,16.52,,,
694,694,GASBURST,2021,1,1,21,56,9.92,7.32,,,
696,696,VTB,2021,1,1,21,58,46.84,15.4,,,
697,697,GASBURST,2021,1,1,22,0,12.52,11.88,,,
698,698,GASBURST,2021,1,1,22,2,24.52,13.68,,,
699,699,MP,2021,1,1,22,3,0.8,4.48,,,
700,700,MP,2021,1,1,22,6,17.08,3.96,,,
701,701,ROCKFALL,2021,1,1,22,10,40.84,16.24,,,
702,702,MP,2021,1,1,22,13,43.72,7.08,,,
703,703,GASBURST,2021,1,1,22,14,22.12,9.96,,,
704,704,MP,2021,1,1,22,15,44.88,6.12,,,
705,705,MP,2021,1,1,22,22,26.84,6.88,,,
706,706,VTB,2021,1,1,22,25,8.12,12.8,,,
707,707,ROCKFALL,2021,1,1,22,26,18.48,9.72,,,
708,708,VTB,2021,1,1,22,27,21.4,14.4,,,
709,709,ROCKFALL,2021,1,1,22,28,23.24,11.64,,,
710,710,MP,2021,1,1,22,29,13.72,4.72,,,
712,712,GASBURST,2021,1,1,22,30,0.0,10.0,,,
713,713,VTB,2021,1,1,22,31,40.12,14.12,,,
714,714,MP,2021,1,1,22,32,32.84,7.64,,,
715,715,MP,2021,1,1,22,32,47.0,5.44,,,
716,716,MP,2021,1,1,22,34,2.64,4.76,,,
717,717,GASBURST,2021,1,1,22,37,0.08,6.6,,,
718,718,VTB,2021,1,1,22,37,14.68,12.16,,,
719,719,ROCKFALL,2021,1,1,22,39,9.88,9.6,,,
720,720,MP,2021,1,1,22,40,0.04,3.6,,,
721,721,ROCKFALL,2021,1,1,22,40,26.04,62.4,,,
722,722,MP,2021,1,1,22,42,2.0,7.24,,,
723,723,GASBURST,2021,1,1,22,44,33.24,6.68,,,
724,724,ROCKFALL,2021,1,1,22,47,10.32,6.2,,,
725,725,MP,2021,1,1,22,48,29.84,8.36,,,
726,726,MP,2021,1,1,22,49,58.32,5.6,,,
727,727,MP,2021,1,1,22,51,2.52,3.68,,,
728,728,MP,2021,1,1,22,52,44.8,6.24,,,
729,729,MP,2021,1,1,22,53,7.8,5.4,,,
730,730,ROCKFALL,2021,1,1,22,53,32.52,21.28,,,
731,731,GASBURST,2021,1,1,22,56,20.0,10.0,,,
732,732,GASBURST,2021,1,1,22,58,11.72,11.28,,,
733,733,MP,2021,1,1,22,58,28.32,4.08,,,
734,734,MP,2021,1,1,22,59,28.24,7.76,,,
735,735,ROCKFALL,2021,1,1,23,0,17.32,8.96,,,
736,736,MP,2021,1,1,23,1,23.0,4.0,,,
737,737,GASBURST,2021,1,1,23,2,59.52,12.0,,,
738,738,MP,2021,1,1,23,4,5.08,6.04,,,
739,739,ROCKFALL,2021,1,1,23,6,37.6,21.8,,,
740,740,MP,2021,1,1,23,8,2.6,8.88,,,
741,741,ROCKFALL,2021,1,1,23,17,17.88,95.0,,,
742,742,VTB,2021,1,1,23,18,47.8,17.64,,,
743,743,MP,2021,1,1,23,23,21.12,5.68,,,
744,744,VTB,2021,1,1,23,23,27.84,12.76,,,
745,745,GASBURST,2021,1,1,23,25,28.92,6.12,,,
746,746,GASBURST,2021,1,1,23,26,26.88,5.56,,,
747,747,MP,2021,1,1,23,27,43.88,5.64,,,
748,748,ROCKFALL,2021,1,1,23,28,36.92,12.28,,,
749,749,VTB,2021,1,1,23,29,55.12,13.88,,,
750,750,MP,2021,1,1,23,31,15.68,7.36,,,
751,751,MP,2021,1,1,23,32,14.64,5.68,,,
752,752,GASBURST,2021,1,1,23,32,49.0,8.88,,,
753,753,MP,2021,1,1,23,33,54.2,8.12,,,
754,754,ROCKFALL,2021,1,1,23,35,36.24,25.56,,,
755,755,MP,2021,1,1,23,36,37.44,4.44,,,
756,756,GASBURST,2021,1,1,23,38,0.44,9.64,,,
757,757,GASBURST,2021,1,1,23,38,54.2,16.6,,,
758,758,GASBURST,2021,1,1,23,41,1.8,15.6,,,
759,759,MP,2021,1,1,23,42,16.2,6.68,,,
760,760,GASBURST,2021,1,1,23,43,39.6,12.84,,,
761,761,MP,2021,1,1,23,44,49.32,4.68,,,
762,762,GASBURST,2021,1,1,23,52,58.08,9.52,,,
763,763,MP,2021,1,1,23,54,7.72,8.8,,,
765,765,GASBURST,2021,1,2,0,0,7.44,13.76,,,
766,766,MP,2021,1,2,0,11,33.0,4.68,,,
767,767,ROCKFALL,2021,1,2,0,14,9.8,48.12,,,
768,768,VTB,2021,1,2,0,15,6.28,10.96,,,
769,769,ROCKFALL,2021,1,2,0,17,29.32,26.52,,,
770,770,GASBURST,2021,1,2,0,19,10.04,8.16,,,
771,771,ROCKFALL,2021,1,2,0,19,55.92,23.2,,,
772,772,MP,2021,1,2,0,21,27.8,3.44,,,
773,773,GASBURST,2021,1,2,0,23,53.52,6.52,,,
774,774,ROCKFALL,2021,1,2,0,32,34.72,22.2,,,
775,775,GASBURST,2021,1,2,0,32,57.48,18.92,,,
776,776,ROCKFALL,2021,1,2,0,34,36.8,29.48,,,
777,777,MP,2021,1,2,0,37,5.6,6.08,,,
778,778,ROCKFALL,2021,1,2,0,38,10.32,35.56,,,
779,779,ROCKFALL,2021,1,2,0,40,58.46,15.94,,,
780,780,GASBURST,2021,1,2,0,45,36.44,10.36,,,
781,781,ROCKFALL,2021,1,2,0,46,41.52,12.96,,,
782,782,MP,2021,1,2,0,48,9.28,4.32,,,
783,783,MP,2021,1,2,0,50,41.08,8.0,,,
784,784,MP,2021,1,2,0,54,1.24,5.04,,,
785,785,MP,2021,1,2,0,55,8.08,4.96,,,
786,786,GASBURST,2021,1,2,0,57,23.24,6.04,,,
787,787,VTB,2021,1,2,0,57,39.4,15.12,,,
788,788,VTB,2021,1,2,0,58,0.08,11.56,,,
789,789,MP,2021,1,2,1,0,40.84,4.76,,,
791,791,MP,2021,1,2,1,1,33.24,4.96,,,
792,792,MP,2021,1,2,1,4,2.52,6.48,,,
793,793,MP,2021,1,2,1,4,16.16,7.36,,,
794,794,MP,2021,1,2,1,7,8.8,7.64,,,
796,796,MP,2021,1,2,1,8,18.88,6.64,,,
797,797,MP,2021,1,2,1,8,41.68,7.4,,,
798,798,MP,2021,1,2,1,9,45.12,5.6,,,
799,799,MP,2021,1,2,1,11,49.64,6.4,,,
800,800,MP,2021,1,2,1,12,35.2,5.08,,,
801,801,MP,2021,1,2,1,12,57.4,4.32,,,
802,802,MP,2021,1,2,1,15,24.6,3.8,,,
803,803,MP,2021,1,2,1,24,25.0,4.8,,,
804,804,MP,2021,1,2,1,25,13.6,7.0,,,
805,805,ROCKFALL,2021,1,2,1,26,20.08,84.44,,,
806,806,MP,2021,1,2,1,28,39.68,6.64,,,
808,808,MP,2021,1,2,1,32,34.16,6.76,,,
809,809,GASBURST,2021,1,2,1,33,7.28,24.32,,,
810,810,MP,2021,1,2,1,37,14.76,6.52,,,
811,811,MP,2021,1,2,1,37,56.36,6.64,,,
812,812,VTB,2021,1,2,1,38,7.04,13.8,,,
813,813,MP,2021,1,2,1,38,40.32,8.0,,,
814,814,ROCKFALL,2021,1,2,1,39,36.24,27.32,,,
815,815,MP,2021,1,2,1,40,18.2,6.36,,,
816,816,MP,2021,1,2,1,40,31.56,7.64,,,
817,817,MP,2021,1,2,1,41,8.04,7.04,,,
818,818,MP,2021,1,2,1,42,10.04,5.92,,,
819,819,MP,2021,1,2,1,42,51.8,6.24,,,
820,820,VTB,2021,1,2,1,43,18.36,11.92,,,
821,821,MP,2021,1,2,1,45,48.52,7.24,,,
822,822,ROCKFALL,2021,1,2,1,47,16.48,52.84,,,
823,823,MP,2021,1,2,1,50,3.68,7.88,,,
824,824,MP,2021,1,2,1,50,16.8,6.12,,,
825,825,GASBURST,2021,1,2,1,51,2.6,14.48,,,
826,826,MP,2021,1,2,1,52,2.44,5.48,,,
827,827,MP,2021,1,2,1,52,24.08,6.84,,,
828,828,ROCKFALL,2021,1,2,1,53,0.0,28.48,,,
829,829,MP,2021,1,2,1,55,46.52,7.2,,,
830,830,VTB,2021,1,2,1,57,6.32,14.32,,,
831,831,GASBURST,2021,1,2,2,0,0.0,10.56,,,
832,832,MP,2021,1,2,2,0,32.56,7.16,,,
833,833,MP,2021,1,2,2,3,49.2,6.64,,,
834,834,MP,2021,1,2,2,5,0.48,7.2,,,
835,835,GASBURST,2021,1,2,2,5,28.12,12.76,,,
836,836,MP,2021,1,2,2,8,25.2,8.4,,,
837,837,GASBURST,2021,1,2,2,15,12.84,15.36,,,
838,838,MP,2021,1,2,2,17,0.96,8.28,,,
839,839,MP,2021,1,2,2,17,35.4,7.72,,,
840,840,GASBURST,2021,1,2,2,19,2.04,16.2,,,
841,841,VTB,2021,1,2,2,19,25.4,30.8,,,
842,842,MP,2021,1,2,2,21,8.6,7.52,,,
843,843,MP,2021,1,2,2,23,58.56,7.32,,,
844,844,MP,2021,1,2,2,29,58.32,8.0,,,
845,845,MP,2021,1,2,2,30,20.52,8.36,,,
846,846,MP,2021,1,2,2,34,27.96,7.36,,,
847,847,VTB,2021,1,2,2,35,51.8,16.04,,,
848,848,MP,2021,1,2,2,37,13.72,7.08,,,
849,849,MP,2021,1,2,2,37,29.04,6.92,,,
850,850,MP,2021,1,2,2,43,8.0,7.16,,,
851,851,MP,2021,1,2,2,43,54.12,7.84,,,
852,852,MP,2021,1,2,2,45,2.88,8.68,,,
853,853,MP,2021,1,2,2,46,15.08,6.52,,,
854,854,MP,2021,1,2,2,46,43.36,7.24,,,
855,855,MP,2021,1,2,2,47,19.8,7.56,,,
856,856,MP,2021,1,2,2,48,13.56,6.64,,,
857,857,MP,2021,1,2,2,48,26.2,7.24,,,
858,858,MP,2021,1,2,2,49,11.28,8.0,,,
859,859,MP,2021,1,2,2,49,22.32,7.68,,,
860,860,MP,2021,1,2,2,50,11.6,6.4,,,
862,862,MP,2021,1,2,2,50,18.8,8.36,,,
863,863,VTB,2021,1,2,2,50,27.88,19.16,,,
864,864,MP,2021,1,2,2,51,33.44,7.12,,,
865,865,MP,2021,1,2,2,51,43.72,6.2,,,
866,866,MP,2021,1,2,2,52,6.92,7.12,,,
867,867,ROCKFALL,2021,1,2,2,52,14.24,22.16,,,
868,868,MP,2021,1,2,2,52,37.44,7.84,,,
869,869,MP,2021,1,2,2,53,22.28,6.96,,,
870,870,GASBURST,2021,1,2,2,54,6.4,14.36,,,
872,872,VTB,2021,1,2,2,55,55.68,13.4,,,
873,873,MP,2021,1,2,2,59,0.04,7.88,,,
874,874,MP,2021,1,2,3,3,18.44,7.72,,,
875,875,GASBURST,2021,1,2,3,5,5.24,10.68,,,
876,876,MP,2021,1,2,3,6,16.64,7.72,,,
877,877,MP,2021,1,2,3,7,49.76,6.6,,,
878,878,MP,2021,1,2,3,9,8.76,7.08,,,
879,879,MP,2021,1,2,3,11,7.24,7.72,,,
880,880,MP,2021,1,2,3,11,40.44,7.4,,,
881,881,GASBURST,2021,1,2,3,13,35.8,14.88,,,
882,882,MP,2021,1,2,3,15,12.88,8.12,,,
883,883,MP,2021,1,2,3,15,53.08,7.96,,,
884,884,MP,2021,1,2,3,16,33.76,7.64,,,
885,885,MP,2021,1,2,3,16,43.44,5.16,,,
886,886,MP,2021,1,2,3,16,48.76,5.16,,,
887,887,MP,2021,1,2,3,16,53.96,7.8,,,
888,888,MP,2021,1,2,3,17,34.16,9.04,,,
889,889,MP,2021,1,2,3,18,23.88,7.6,,,
890,890,MP,2021,1,2,3,18,52.24,5.72,,,
891,891,MP,2021,1,2,3,21,26.24,7.04,,,
892,892,MP,2021,1,2,3,21,40.44,7.4,,,
893,893,VTB,2021,1,2,3,22,3.12,11.48,,,
894,894,GASBURST,2021,1,2,3,23,7.4,16.84,,,
895,895,GASBURST,2021,1,2,3,23,46.72,4.76,,,
896,896,MP,2021,1,2,3,23,52.2,5.28,,,
897,897,MP,2021,1,2,3,25,3.4,7.2,,,
898,898,MP,2021,1,2,3,26,24.72,5.48,,,
899,899,MP,2021,1,2,3,28,3.84,6.96,,,
900,900,MP,2021,1,2,3,31,37.84,9.56,,,
901,901,MP,2021,1,2,3,31,59.08,7.8,,,
902,902,VTB,2021,1,2,3,32,4.84,10.04,,,
903,903,MP,2021,1,2,3,32,41.68,5.24,,,
904,904,VTB,2021,1,2,3,40,43.64,39.2,,,
905,905,GASBURST,2021,1,2,3,42,43.0,11.64,,,
906,906,MP,2021,1,2,3,43,0.28,5.64,,,
907,907,MP,2021,1,2,3,47,16.92,9.96,,,
908,908,MP,2021,1,2,3,51,20.76,8.0,,,
909,909,VTB,2021,1,2,3,53,15.68,31.28,,,
910,910,MP,2021,1,2,3,55,13.76,8.36,,,
911,911,MP,2021,1,2,3,58,37.44,8.32,,,
912,912,MP,2021,1,2,3,59,12.84,8.16,,,
913,913,MP,2021,1,2,4,2,42.44,6.68,,,
914,914,MP,2021,1,2,4,6,29.76,8.48,,,
915,915,VTB,2021,1,2,4,7,10.24,17.92,,,
916,916,VTB,2021,1,2,4,8,12.64,15.88,,,
917,917,MP,2021,1,2,4,8,41.64,8.04,,,
918,918,MP,2021,1,2,4,8,52.2,6.92,,,
919,919,MP,2021,1,2,4,10,19.44,6.88,,,
920,920,MP,2021,1,2,4,12,21.8,9.84,,,
921,921,MP,2021,1,2,4,15,6.88,6.08,,,
922,922,MP,2021,1,2,4,15,14.96,7.36,,,
923,923,MP,2021,1,2,4,16,6.92,7.56,,,
924,924,ROCKFALL,2021,1,2,4,17,41.92,44.08,,,
925,925,MP,2021,1,2,4,19,26.84,4.96,,,
926,926,VTB,2021,1,2,4,20,10.4,30.0,,,
927,927,MP,2021,1,2,4,21,37.8,5.44,,,
928,928,MP,2021,1,2,4,24,58.2,5.4,,,
929,929,MP,2021,1,2,4,26,22.4,7.48,,,
930,930,MP,2021,1,2,4,26,51.04,5.8,,,
931,931,MP,2021,1,2,4,34,58.0,6.72,,,
932,932,MP,2021,1,2,4,37,11.16,7.24,,,
933,933,MP,2021,1,2,4,42,4.64,6.68,,,
934,934,GASBURST,2021,1,2,4,42,56.08,16.16,,,
935,935,ROCKFALL,2021,1,2,4,50,5.84,10.28,,,
936,936,MP,2021,1,2,4,52,23.4,8.32,,,
937,937,VTB,2021,1,2,4,57,24.44,18.8,,,
